;H1-1;H1-2;H1-3;H2-1;H2-2;H2-3;H3-1;H3-2;H3-3
F6RBA4;0;1;0;0;0;0;1;1;1
F6RCA8;1;1;1;1;1;1;1;1;1
F6RDB5;1;1;1;1;0;0;1;1;1
F6RF49;1;1;1;1;1;1;1;1;1
F6RHB3;1;1;1;1;1;1;0;0;0
F6RHD5;1;1;1;1;1;1;1;1;1
F6RIG2;1;1;1;1;1;1;0;1;0
F6RIZ2;0;1;1;1;0;1;0;1;1
F6RKM7;1;1;1;1;1;1;1;1;1
F6RL46;1;1;1;1;1;1;1;1;1
F6RLX6;1;1;1;1;1;1;1;1;1
F6RM73;1;1;1;1;1;1;1;1;1
F6RMA4;1;1;1;1;1;1;1;1;1
F6RMM1;1;1;1;1;1;1;1;1;1
F6RNK0;1;1;0;1;1;1;0;0;0
F6RPT6;0;1;1;1;1;0;1;0;1
F6RR40;1;1;1;1;1;1;1;1;1
F6RT71;1;1;1;1;1;1;1;1;1
F6RTD6;1;1;1;1;1;1;1;1;1
F6RTI8;1;1;1;0;1;1;1;1;1
F6RUJ8;1;1;1;1;1;1;1;1;1
F6RWS3;1;1;1;1;1;1;1;1;1
F6RX11;1;1;1;1;1;1;1;1;1
F6RXD9;1;1;1;1;1;1;1;1;1
F6RYA7;1;1;1;0;1;0;0;0;0
F6RZ46;1;1;1;1;1;1;1;1;1
F6S0Q4;1;1;1;1;1;1;1;1;1
F6S243;1;1;1;1;1;1;1;1;1
F6S2F8;1;1;1;1;1;1;1;1;1
F6S4R4;1;1;1;1;1;1;1;1;1
F6S535;1;1;1;1;1;1;1;1;1
F6S5E7;1;1;1;1;1;1;0;0;0
F6S5X4;1;1;1;1;1;1;0;0;0
F6S6J4;1;1;1;1;1;1;1;1;1
F6S8M6;1;1;1;1;0;1;0;0;0
F6S8T9;1;1;1;1;1;1;0;0;1
F6S9J8;1;1;1;1;1;0;1;1;1
F6S9T1;1;1;1;1;1;1;1;1;1
F6SAV5;1;1;1;1;1;1;1;1;1
F6SCB6;1;1;1;1;1;1;0;0;0
F6SD71;0;0;0;0;0;0;0;0;0
F6SDS3;0;0;0;0;0;0;1;1;0
F6SEM5;1;1;1;1;1;1;1;1;1
F6SER6;1;1;1;1;1;1;0;0;0
F6SF73;1;1;1;1;1;1;1;1;1
F6SFR8;1;1;1;1;1;1;1;1;1
F6SGX1;1;1;1;1;1;1;1;1;1
F6SGY9;1;1;1;1;1;1;1;1;1
F6SHH7;1;1;1;1;1;1;1;1;1
F6SHJ8;1;1;1;1;1;1;1;1;1
F6SI58;1;1;1;1;1;1;1;0;0
F6SKT2;1;1;1;1;1;1;1;1;1
F6SL95;1;1;1;1;1;1;1;1;1
F6SLX2;1;1;1;1;1;1;1;1;1
F6SM40;1;1;1;1;1;1;1;1;1
F6SMA2;1;1;1;0;1;1;0;0;0
F6SMZ4;1;1;1;1;1;1;1;1;1
F6SN37;1;1;1;1;1;1;1;0;1
F6SN52;1;1;1;1;1;1;1;1;1
F6SP02;1;1;1;1;1;1;1;1;1
F6SP74;1;1;1;1;1;1;1;1;1
F6SPH9;1;1;1;1;1;1;1;1;1
F6SQN2;1;1;1;1;1;1;1;1;1
F6SRP7;1;1;1;1;1;1;1;1;1
F6SS69;1;1;1;1;1;1;0;0;0
F6STH6;1;1;1;1;0;1;0;0;0
F6SXQ9;1;1;1;1;1;1;1;1;1
F6SYI2;1;1;1;1;1;1;1;1;1
F6SYM2;1;1;1;1;1;1;1;1;1
F6SZG4;1;1;1;1;1;1;1;1;1
F6SZJ2;1;1;1;1;1;1;1;1;1
F6T0A6;1;1;1;1;1;1;1;1;1
F6T1A4;1;1;1;1;1;1;1;1;1
F6T1P0;1;1;1;1;1;1;1;1;1
F6T201;1;1;1;1;1;1;1;1;1
F6T2F7;1;0;1;0;0;1;0;0;0
F6T2K8;1;1;1;1;1;1;1;1;1
F6T2L8;1;1;1;1;1;1;1;1;1
F6T323;1;1;1;1;1;1;1;1;1
F6T471;1;1;1;1;1;1;1;1;1
F6T4X6;1;1;1;1;1;1;1;1;1
F6T5Q6;1;1;0;1;0;0;0;0;0
F6T9E4;1;1;1;1;1;1;1;1;1
F6TAH8;1;1;1;1;1;1;1;1;1
F6TCI4;1;1;1;1;1;1;1;1;1
F6TEX7;1;1;1;1;1;1;1;1;1
F6TGA5;1;1;1;1;1;1;1;1;1
F6TGT9;1;1;1;1;1;1;1;1;1
F6TGW9;1;1;1;1;1;1;1;1;1
F6TH64;1;1;1;1;1;1;1;1;0
F6THG1;1;1;1;1;1;1;1;1;1
F6THY7;1;1;1;1;1;1;0;0;1
F6TIM4;1;1;1;1;1;1;1;1;1
F6TJX5;1;1;1;1;1;1;1;1;1
F6TLF7;0;0;0;0;0;0;1;1;1
F6TLU0;1;1;1;1;1;1;1;1;1
F6TMA6;1;1;1;1;0;0;0;0;0
F6TNX4;1;1;1;1;1;1;1;1;1
F6TQR2;1;1;1;1;1;1;1;1;1
F6TSK0;1;1;1;1;1;1;1;1;1
F6TTP1;1;1;1;1;1;1;1;1;1
F6TVY8;1;1;1;1;1;1;1;1;1
F6TVZ7;1;1;1;1;1;1;1;1;1
F6TXZ9;1;1;1;1;1;1;1;1;1
F6TY28;1;1;1;1;1;0;0;0;0
F6TY61;1;1;1;1;1;1;0;1;1
F6TYW4;1;1;1;1;1;1;1;1;1
F6TZS9;1;1;1;1;1;1;1;1;1
F6U187;1;1;1;1;1;1;1;1;1
F6U2W9;1;1;1;1;1;1;1;1;1
F6U354;1;1;1;1;1;1;1;1;1
F6U5P3;1;1;1;1;1;1;1;0;0
F6U5R1;1;1;1;1;1;1;1;1;1
F6U8Z5;1;1;1;1;1;1;1;1;1
F6U991;1;1;1;1;1;1;1;1;1
F6U999;1;1;1;1;1;1;0;0;1
F6UAN2;1;1;1;1;1;1;1;1;0
F6UBF6;1;1;1;1;1;1;1;1;1
F6UCB3;1;1;1;1;1;1;1;1;1
F6UCU8;1;1;1;1;1;0;0;1;0
F6UCZ2;1;1;1;1;1;1;1;1;1
F6UF75;1;1;1;1;1;1;1;1;1
F6UFT2;1;1;1;1;0;1;1;1;0
F6UGI4;1;1;1;1;1;1;1;1;1
F6UGK7;1;1;1;1;1;1;1;1;1
F6UH83;1;1;1;1;1;1;1;1;1
F6UHG8;1;1;1;1;0;0;0;0;0
F6UJ03;1;1;0;1;1;1;1;1;1
F6UJ33;1;1;1;1;1;1;1;1;1
F6UJN2;1;1;1;1;1;1;1;1;1
F6UL42;1;1;1;1;1;1;1;1;1
F6UL68;1;1;1;1;1;1;1;1;1
F6UL81;1;1;1;1;1;1;0;0;1
F6ULU1;1;1;1;1;1;1;1;1;1
F6UM66;1;1;1;1;1;1;1;0;1
F6UME7;1;1;1;1;1;1;1;1;1
F6UNB9;1;1;1;1;1;1;1;1;1
F6UNR3;1;1;1;1;1;1;1;1;1
F6UNW8;1;1;1;1;1;1;1;1;1
F6UP14;1;1;1;1;1;1;1;1;1
F6UQI3;1;1;1;1;1;1;1;1;1
F6URU4;1;1;1;1;1;1;1;1;1
F6USP9;1;1;1;1;1;1;1;1;1
F6UU57;1;1;1;1;1;1;1;1;1
F6UUR3;1;1;1;1;1;1;1;1;0
F6UUX5;1;1;1;1;1;1;1;1;1
F6UVQ0;1;1;1;1;1;1;1;1;1
F6UX29;1;1;0;1;1;1;1;1;1
F6UXM7;1;1;1;1;1;1;1;1;1
F6UZ00;1;1;1;1;1;1;1;1;1
F6UZH0;1;1;1;1;1;1;1;1;1
F6V1L0;1;1;1;1;1;1;1;1;1
F6V2X7;1;1;1;1;1;1;1;1;1
F6V3D5;1;1;1;1;1;1;1;1;1
F6V4S1;1;1;1;1;1;1;1;1;1
F6V541;1;1;1;1;1;1;0;0;0
F6V6T6;1;0;1;0;0;1;0;0;0
F6V881;1;1;1;1;1;1;1;1;1
F6V9Q3;1;1;1;1;1;1;1;1;1
F6VB94;1;1;1;1;1;1;1;1;1
F6VBP9;1;1;1;1;1;1;1;1;1
F6VCE9;1;1;1;1;1;1;1;1;1
F6VD51;1;1;1;1;1;1;1;1;1
F6VE62;0;1;0;1;0;0;0;0;0
F6VEA3;1;1;1;1;1;1;1;1;1
F6VFY0;1;1;1;1;1;1;1;1;1
F6VH42;1;1;1;1;1;1;1;1;1
F6VJ01;1;1;1;1;1;1;1;0;1
F6VJF5;1;1;1;1;1;1;1;1;1
F6VJM0;1;1;1;1;1;1;1;1;1
F6VJR6;1;1;1;1;1;1;1;1;1
F6VM62;1;1;1;1;1;1;1;1;1
F6VMD0;1;1;1;1;1;1;1;0;0
F6VNI0;1;1;1;1;1;1;0;0;0
F6VP03;1;1;1;1;1;1;1;1;1
F6VPI8;1;1;1;1;1;1;1;1;1
F6VPL4;1;1;1;1;1;1;1;1;1
F6VQU9;1;1;1;1;1;1;1;1;1
F6VSG0;1;1;1;1;1;1;1;1;1
F6VSN2;1;1;1;1;1;1;1;1;1
F6VSN9;1;1;1;1;1;1;1;1;1
F6VTD3;1;1;1;1;1;1;1;1;1
F6VTV5;1;1;1;1;1;1;1;1;1
F6VTW3;1;1;1;1;1;1;1;1;1
F6VUD7;1;1;1;1;1;1;1;1;1
F6VUI6;1;1;1;1;1;1;0;0;0
F6VUR4;1;1;1;1;1;1;1;1;1
F6VVG6;1;1;1;1;1;1;1;1;1
F6VWK4;1;1;1;1;1;1;1;1;1
F6VX41;1;1;1;1;1;1;1;1;1
F6VYL8;1;1;1;1;1;1;1;1;1
F6VZN7;1;1;1;1;1;1;1;1;1
F6W039;1;1;1;1;1;1;1;1;1
F6W2I4;0;0;1;1;1;1;1;1;0
F6W2Q3;1;1;1;1;1;1;0;0;0
F6W354;1;1;1;1;1;1;1;1;1
F6W535;1;1;1;1;1;1;1;1;1
F6W584;1;0;1;1;0;1;1;1;1
F6W6E8;1;1;1;1;1;1;1;1;1
F6W720;1;1;1;1;1;1;1;1;1
F6W739;1;1;1;1;1;1;1;1;1
F6W8C8;1;1;1;1;1;1;1;1;1
F6W8Z7;1;1;1;1;1;1;1;1;1
F6WA92;1;1;1;1;1;1;1;1;1
F6WAU6;1;1;1;1;1;1;1;1;1
F6WB41;1;1;1;1;1;1;1;1;1
F6WB51;1;1;1;1;1;1;1;1;1
F6WBB0;1;1;1;1;1;1;0;0;0
F6WCB7;1;1;1;1;1;1;1;1;1
F6WCC9;1;1;1;1;1;1;1;1;1
F6WD07;1;1;1;1;1;1;1;1;1
F6WD70;1;1;1;1;1;1;1;1;1
F6WDN0;1;1;1;1;1;1;1;1;1
F6WDW3;1;1;1;1;1;1;1;1;1
F6WE31;1;1;1;1;1;1;1;1;1
F6WG72;1;1;1;1;1;1;1;1;1
F6WJB5;1;1;1;1;1;1;1;1;1
F6WJJ3;1;1;1;1;1;1;0;0;0
F6WKP5;1;1;1;1;1;1;0;1;0
F6WL01;1;1;1;1;1;1;1;1;1
F6WLI6;1;1;1;1;1;1;1;1;1
F6WLV4;0;1;1;1;1;0;1;0;1
F6WLX9;1;1;1;1;1;1;1;1;1
F6WN90;1;1;1;1;1;1;0;0;0
F6WNQ7;1;0;1;1;1;0;1;0;0
F6WNV3;1;1;1;1;1;1;1;1;1
F6WPB4;1;1;1;1;1;1;1;1;1
F6WPP3;1;1;1;0;0;0;1;1;1
F6WQ61;1;1;1;1;1;1;1;1;1
F6WQJ4;1;1;1;1;1;1;1;1;1
F6WR95;1;1;1;1;1;1;1;1;1
F6WRP1;1;1;1;1;1;1;1;1;1
F6WSA6;1;1;1;1;1;1;1;1;1
F6WTJ7;1;1;1;1;1;1;1;1;1
F6WVD1;1;1;1;1;1;1;1;1;1
F6WWW7;1;1;1;1;1;1;1;1;1
F6WX78;1;1;1;1;1;1;1;1;1
F6WY40;1;1;1;1;1;1;1;1;1
F6WZ69;1;1;1;1;1;1;1;1;1
F6X0A7;1;1;1;1;1;1;1;1;1
F6X0K3;1;1;1;1;1;1;1;1;1
F6X1A3;1;1;1;1;1;1;1;1;1
F6X1H9;1;1;1;1;1;1;1;1;1
F6X1I8;1;1;1;1;1;1;1;1;1
F6X277;1;1;1;1;1;1;1;1;0
F6X2E1;1;1;1;1;1;1;1;1;1
F6X3M3;1;1;1;1;1;1;1;1;1
F6X3Y5;1;1;1;1;1;1;1;1;1
F6X440;1;1;1;1;1;1;1;0;1
F6X4Y8;1;1;1;1;1;1;0;1;0
F6X6A6;1;1;1;1;1;1;1;1;1
F6X6J0;1;1;1;1;1;1;1;1;1
F6X756;1;1;1;1;1;1;1;1;1
F6X7G5;1;1;1;1;1;1;0;0;0
F6X7M4;0;0;0;0;0;0;1;1;1
F6X9D3;1;1;1;1;1;1;1;1;1
F6X9U4;1;1;1;1;1;1;1;1;0
F6XA25;1;1;1;1;1;1;1;1;1
F6XAL9;1;1;1;1;1;1;1;1;1
F6XB05;0;0;0;0;0;0;0;0;0
F6XBI7;0;0;0;0;0;0;0;0;0
F6XC16;1;1;1;1;1;1;1;1;1
F6XCF2;1;1;1;1;1;1;0;1;1
F6XE64;1;1;1;1;1;1;1;1;1
F6XEW8;1;1;1;1;1;1;1;0;1
F6XFG0;1;1;1;1;1;1;1;1;1
F6XFR0;1;1;1;1;1;1;1;1;0
F6XHR9;1;1;1;1;1;1;0;0;0
F6XJB0;1;1;1;1;1;1;1;1;1
F6XJN4;1;1;0;1;0;1;0;0;0
F6XL03;1;1;1;1;1;1;1;1;1
F6XLM5;1;1;1;1;1;1;1;1;1
F6XLZ5;1;1;1;1;1;1;1;1;1
F6XM13;1;1;1;1;1;0;1;1;1
F6XPL9;1;1;1;1;1;1;1;1;1
F6XRL6;1;1;1;1;1;1;1;1;0
F6XS05;1;1;1;1;1;1;1;1;1
F6XSF7;1;1;1;1;1;1;1;1;1
F6XSG4;1;1;1;1;1;1;1;1;1
F6XSN2;1;1;1;1;1;1;1;1;1
F6XSR3;1;1;1;1;1;1;1;1;1
F6XUJ2;1;1;1;1;1;1;1;1;1
F6XVX2;1;1;1;1;0;0;0;1;0
F6XWM5;1;1;1;1;1;0;1;1;1
F6XXB5;1;1;1;1;1;1;1;1;1
F6XZQ1;1;1;1;1;1;1;1;1;1
F6Y257;1;1;1;1;1;1;1;0;0
F6Y2H3;1;1;1;1;1;1;1;1;1
F6Y2I4;1;1;1;0;0;0;1;1;1
F6Y2Q4;0;0;0;0;0;0;0;0;0
F6Y351;1;1;1;1;1;1;1;1;1
F6Y426;1;1;1;1;1;1;1;0;1
F6Y4H1;0;0;0;0;0;0;0;0;0
F6Y4J0;1;1;1;1;1;1;1;1;0
F6Y4R0;1;1;1;1;1;1;1;1;0
F6Y642;1;1;1;1;1;1;1;1;0
F6Y6W2;1;1;1;1;1;1;1;1;1
F6Y6W9;1;1;1;1;1;0;0;0;0
F6Y739;1;1;1;1;1;1;1;1;1
F6Y959;1;1;1;1;1;1;1;1;1
F6YBQ6;1;1;1;1;1;1;1;1;1
F6YE64;1;1;1;1;1;1;1;0;1
F6YEU3;1;1;1;1;1;1;1;1;1
F6YEV8;1;1;1;1;1;1;1;1;1
F6YG82;1;1;1;1;1;1;1;1;1
F6YIK2;1;1;1;1;1;1;1;1;1
F6YJR6;1;1;1;1;1;1;1;1;1
F6YKH4;1;1;1;1;1;1;1;1;1
F6YKL4;1;1;1;1;1;1;1;1;1
F6YKN4;1;1;0;0;1;0;0;0;0
F6YMR8;0;0;1;0;0;0;1;1;1
F6YNR0;1;1;1;1;1;1;1;1;1
F6YPI2;1;1;0;1;0;0;1;0;1
F6YPN7;1;1;1;1;1;1;1;1;1
F6YPR7;0;0;0;1;0;0;1;1;1
F6YQC6;1;1;0;1;0;0;0;0;0
F6YQD9;1;0;0;0;0;0;0;0;0
F6YQM5;1;1;1;1;1;1;1;1;1
F6YQZ0;1;1;1;0;0;0;0;0;0
F6YR34;1;1;1;1;1;1;1;1;1
F6YUU0;1;1;1;1;1;1;1;0;1
F6YV40;1;1;1;1;1;1;1;1;1
F6YWV8;1;1;1;1;1;1;1;1;0
F6YXV8;1;1;1;1;1;1;1;1;1
F6YY47;0;0;0;0;0;0;0;0;0
F6YZ13;1;1;1;1;1;1;1;1;1
F6YZJ4;1;1;1;1;1;1;1;1;1
F6YZT7;1;1;1;1;0;1;0;0;0
F6Z041;1;1;1;1;1;1;1;1;1
F6Z073;1;1;1;1;0;0;1;0;0
F6Z0Q3;0;1;0;0;0;0;0;0;0
F6Z0Y3;1;1;1;1;1;1;1;1;1
F6Z183;1;1;1;1;1;1;1;1;1
F6Z1Z7;1;1;1;1;1;1;1;1;1
F6Z230;1;1;1;1;1;1;0;0;0
F6Z2I7;1;1;1;1;1;1;1;1;1
F6Z2L5;1;1;1;1;1;1;1;1;1
F6Z4J4;1;1;1;1;1;1;1;1;1
F6Z4N9;1;1;1;1;1;1;1;1;1
F6Z555;1;1;1;1;1;1;1;1;1
F6Z587;1;1;1;1;1;1;1;1;1
F6Z5L1;1;0;0;0;0;0;1;0;0
F6Z640;1;1;1;1;1;1;1;1;1
F6Z688;1;1;1;1;1;1;1;1;1
F6Z7J2;1;1;1;1;1;1;1;1;1
F6Z832;1;1;1;1;1;1;1;0;1
F6Z904;1;1;1;1;1;1;0;1;0
F6ZAK1;1;1;1;1;1;1;1;1;1
F6ZAZ2;1;1;1;1;1;1;1;1;1
F6ZB40;1;1;1;1;1;1;1;1;0
F6ZB53;1;1;1;1;1;1;1;1;1
F6ZBJ3;1;1;1;1;1;1;1;1;1
F6ZC75;1;1;1;1;1;1;1;1;1
F6ZD04;1;1;1;1;1;1;1;1;1
F6ZDJ2;1;1;1;1;1;1;1;1;1
F6ZE54;1;1;1;1;1;1;1;1;1
F6ZED2;1;1;1;1;1;1;0;1;1
F6ZER8;1;1;1;1;1;1;1;1;0
F6ZFH9;1;1;1;1;1;1;1;1;1
F6ZFT8;1;1;1;1;1;1;1;1;1
F6ZGZ1;1;1;1;1;1;1;1;1;0
F6ZHQ5;1;1;1;1;1;1;1;1;1
F6ZI35;1;1;1;1;1;1;1;1;1
F6ZIY3;1;1;1;1;1;1;1;1;1
F6ZN26;1;1;1;1;1;1;1;1;1
F6ZN44;1;1;1;1;1;1;1;1;1
F6ZNX3;1;1;1;1;1;1;1;1;1
F6ZP69;1;1;1;1;1;1;1;1;1
F6ZP76;1;1;1;1;1;1;1;1;1
F6ZQ77;1;1;1;1;1;1;1;1;1
F6ZQE2;1;1;1;1;1;1;1;1;1
F6ZQS4;1;1;1;1;1;1;1;1;1
F6ZRH8;0;0;0;1;0;0;0;0;0
F6ZRQ3;1;1;1;1;1;1;1;1;1
F6ZSS7;1;1;1;1;1;1;1;1;1
F6ZW92;1;1;1;1;1;1;1;0;0
F6ZX61;1;1;1;1;1;1;1;1;1
F6ZXJ2;1;1;1;1;1;1;1;1;1
F6ZY40;1;1;1;1;1;1;1;1;1
F6ZY52;1;1;1;1;0;1;1;0;0
F7A1W7;0;1;0;1;0;0;1;1;0
F7A3Y3;1;1;1;1;1;1;1;1;1
F7A4K0;1;1;1;1;1;1;1;1;1
F7A4S7;1;1;1;1;1;1;1;1;1
F7A4V1;0;0;0;0;0;0;0;0;0
F7A5X2;1;1;1;1;1;1;1;1;1
F7A6J6;1;1;1;1;1;1;1;1;1
F7A7L3;1;1;1;1;1;1;1;1;1
F7A8Z1;1;1;1;1;0;1;1;1;0
F7A984;1;1;1;1;1;1;1;1;1
F7A9B0;1;1;1;1;1;1;1;1;0
F7AA69;1;1;1;0;1;0;0;0;0
F7AAA8;1;1;0;1;0;1;1;0;0
F7AAK7;1;1;1;1;1;1;1;1;1
F7AB03;1;1;1;1;1;1;1;1;1
F7AB94;1;1;1;1;1;1;1;1;1
F7AD02;1;1;1;1;1;1;1;0;1
F7ADB2;1;1;1;1;1;1;1;1;1
F7ADD3;1;1;1;1;1;1;1;1;1
F7AEL9;1;1;1;1;1;1;1;1;1
F7AG92;1;1;1;1;1;1;0;0;0
F7AGI4;1;1;1;1;1;1;1;1;1
F7AIP7;1;1;1;1;1;1;1;1;1
F7AIW1;1;1;1;1;0;1;1;1;0
F7AJ54;1;1;1;1;1;1;1;1;1
F7AJL6;1;1;1;1;1;1;1;1;1
F7ALF9;1;1;1;1;1;1;1;1;1
F7ALR7;1;1;1;1;1;1;1;1;1
F7ALY5;1;1;0;1;1;1;1;1;1
F7AMM0;1;1;1;1;1;1;1;1;1
F7ANR3;1;1;1;1;1;1;1;1;1
F7APU2;1;1;1;1;1;1;1;1;1
F7ARB6;1;1;1;1;1;1;1;1;1
F7AS57;1;1;1;1;1;1;0;0;0
F7ATM2;1;1;1;1;1;1;1;1;1
F7AU83;1;1;1;1;0;1;1;0;0
F7AUY9;1;1;1;1;1;1;1;1;1
F7AVH3;1;1;1;0;0;1;0;0;0
F7AWX3;1;1;1;1;1;1;1;1;1
F7AX81;1;1;1;1;1;1;1;1;1
F7AXH2;1;1;1;1;1;1;1;1;1
F7AXI9;1;1;1;1;1;1;1;1;1
F7AYR2;1;1;1;1;1;1;1;1;1
F7AYU1;1;1;1;1;1;1;1;1;1
F7AZ44;1;1;1;1;0;1;1;0;0
F7B1E3;0;0;0;0;0;0;0;0;0
F7B232;1;1;1;1;1;1;1;1;1
F7B3L3;1;1;1;1;1;1;1;1;1
F7B570;1;1;1;1;1;1;1;1;1
F7B5B1;1;1;1;1;1;1;1;1;1
F7B6D0;1;1;1;1;1;1;0;0;0
F7B821;1;1;1;1;1;1;1;1;1
F7B8D4;1;1;1;1;1;1;1;1;1
F7BA94;1;1;1;1;1;1;1;1;1
F7BBH3;1;1;1;1;1;1;1;1;1
F7BBI4;1;1;1;1;1;1;1;1;1
F7BCV1;1;1;1;1;1;1;1;1;1
F7BD89;1;1;1;1;1;1;0;0;0
F7BDT2;1;1;1;1;1;1;1;1;1
F7BE95;1;1;1;1;1;1;1;1;1
F7BEM5;1;1;1;1;1;1;1;1;1
F7BFJ1;1;1;1;1;1;1;1;1;1
F7BFM4;1;1;1;1;1;1;1;1;1
F7BFT1;1;1;1;1;1;1;1;1;1
F7BG94;1;1;1;1;1;1;1;1;1
F7BH96;1;1;1;1;1;1;1;1;1
F7BHC3;1;1;1;1;1;1;1;1;1
F7BIR2;1;1;1;1;1;1;0;1;1
F7BK38;1;1;1;1;1;1;1;1;1
F7BK45;1;1;1;1;1;1;1;1;1
F7BKA2;1;1;1;1;1;1;1;1;1
F7BKE1;1;1;1;1;1;1;1;1;1
F7BKI9;1;1;1;1;1;1;1;1;1
F7BKK5;1;1;1;1;1;1;1;1;1
F7BKY7;1;1;1;1;1;1;1;1;1
F7BLU1;1;1;1;1;1;1;1;1;1
F7BLZ7;1;1;1;1;1;1;0;1;0
F7BM31;1;1;1;1;1;1;1;1;1
F7BMJ8;1;1;1;1;1;1;1;1;1
F7BMY5;1;1;1;1;1;1;1;1;1
F7BN08;1;1;1;1;1;1;1;1;1
F7BND9;1;1;1;1;1;1;1;1;1
F7BP16;1;1;1;1;0;0;0;1;1
F7BPB8;1;1;1;1;1;1;1;1;1
F7BQA8;1;1;1;1;0;1;1;1;1
F7BQD6;0;0;0;0;0;0;1;0;0
F7BQS3;1;1;1;1;1;1;1;1;1
F7BRA4;1;1;1;1;1;1;1;1;1
F7BTC6;1;1;1;1;0;0;1;0;0
F7BTK9;1;1;1;1;1;1;1;1;1
F7BTW7;1;1;1;1;1;1;1;1;1
F7BUV8;1;1;1;1;1;1;1;1;1
F7BWL2;1;1;1;1;1;1;0;0;0
F7BXA6;1;1;1;1;1;1;1;1;1
F7BXE4;1;1;1;1;1;1;1;1;1
F7BXF9;1;1;1;1;1;1;1;1;1
F7BYD1;1;1;1;1;1;1;0;0;0
F7BYZ9;1;1;1;1;1;1;1;1;1
F7BZZ0;1;1;1;1;1;1;1;1;1
F7C081;1;1;1;1;1;1;1;1;1
F7C0M6;1;1;1;1;1;1;1;1;1
F7C0U4;1;1;1;1;1;1;1;1;1
F7C2J3;1;1;1;1;1;1;1;1;1
F7C2Y5;1;1;1;1;1;1;1;1;1
F7C373;1;1;1;1;1;1;1;1;1
F7C3J5;1;1;1;1;1;1;0;0;0
F7C555;1;1;1;1;1;1;1;1;1
F7C5F1;1;1;1;1;1;1;1;1;1
F7C5G3;1;1;1;1;1;1;1;1;1
F7C5T6;1;1;1;1;1;1;1;1;1
F7C6F2;1;1;1;1;1;1;1;1;1
F7C708;1;1;1;0;1;1;1;1;0
F7C9D8;1;1;1;1;1;1;1;1;0
F7C9G5;1;1;1;1;1;1;1;1;1
F7CAC5;1;1;1;1;1;1;1;1;1
F7CAX0;1;1;1;1;1;1;1;1;1
F7CC29;1;1;1;1;1;1;1;1;1
F7CCP9;1;1;1;1;1;1;1;1;1
F7CDA7;1;1;1;1;1;1;1;1;1
F7CDJ8;1;1;1;1;1;1;1;1;1
F7CE01;1;1;1;1;1;1;1;1;1
F7CE45;1;1;1;1;1;1;1;1;1
F7CEU9;1;1;1;1;1;1;1;1;1
F7CFR5;1;1;1;1;1;1;1;1;1
F7CG77;1;1;1;1;1;1;1;1;1
F7CGI0;1;1;1;1;1;1;1;1;1
F7CGP9;1;0;0;1;1;1;0;0;0
F7CGV8;1;1;1;1;1;1;1;1;1
F7CHI7;1;1;1;1;1;1;1;1;1
F7CHR2;1;1;1;1;1;1;1;1;1
F7CI32;1;1;1;1;1;1;1;1;1
F7CIX6;1;1;1;1;1;1;1;1;1
F7CJW5;1;1;1;1;1;1;1;0;1
F7CK08;1;1;1;1;1;1;1;1;1
F7CKI0;1;1;1;1;1;1;1;1;1
F7CKI7;1;1;1;1;1;1;1;1;1
F7CL80;1;1;1;1;1;1;1;1;1
F7CMB4;1;1;1;1;1;1;1;1;1
F7CMH2;1;1;1;1;1;1;1;1;1
F7CMI6;0;1;1;1;0;0;0;0;0
F7CMU1;1;1;1;1;0;0;0;0;0
F7CMY7;1;1;1;1;1;1;1;1;0
F7CNE1;1;1;1;1;1;1;1;1;1
F7CP01;1;0;1;0;1;1;0;0;1
F7CPI8;1;1;1;1;1;1;1;1;1
F7CQM8;1;1;1;1;1;1;1;1;0
F7CS60;1;1;1;1;1;1;1;1;1
F7CSQ5;1;1;1;1;1;1;1;1;1
F7CTC3;1;1;0;0;0;0;0;0;0
F7CTQ1;1;1;1;1;0;0;0;0;0
F7CTS5;1;1;1;1;1;1;1;1;1
F7CU94;1;1;1;1;1;1;1;1;1
F7CUX8;1;1;1;1;1;1;1;1;1
F7CV04;1;1;1;1;1;1;1;1;1
F7CVP9;1;1;1;1;1;1;1;1;1
F7CVS4;1;1;1;1;1;1;1;1;1
F7CYG2;1;1;1;1;1;1;1;1;1
F7CYL2;1;1;1;1;1;1;1;1;1
F7CYR1;1;1;1;1;1;1;1;1;1
F7CZB9;1;1;1;1;1;1;1;1;1
F7CZH3;1;1;1;1;1;1;1;1;1
F7CZV6;1;1;1;1;1;1;1;1;1
F7CZW9;1;1;1;1;0;0;0;0;0
F7D007;1;1;1;1;0;1;0;0;0
F7D0N3;1;1;1;1;1;1;1;1;1
F7D1R1;1;1;1;1;1;1;1;1;1
F7D2D9;1;1;1;1;1;1;1;1;1
F7D301;1;1;1;1;1;1;1;1;1
F7D3E3;1;1;1;1;1;1;1;1;1
F7D3H6;1;1;1;1;1;1;1;1;1
F7D5H0;1;1;1;1;1;1;1;1;1
F7D5N4;1;1;1;1;1;1;0;1;0
F7D6J0;0;0;1;0;0;1;1;1;1
F7D7Z9;1;1;1;1;1;1;1;1;1
F7D8B0;1;1;1;1;1;1;1;1;1
F7D8K7;1;1;1;1;1;1;1;1;1
F7D917;1;1;1;1;1;1;1;1;1
F7D9D8;1;1;1;1;1;1;1;1;1
F7D9G5;1;1;1;1;1;1;1;1;1
F7D9J2;1;1;1;1;1;1;1;1;1
F7D9T7;1;1;1;1;1;1;1;0;0
