;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
P2093018251838;1;1;1;1;1;1
P2093019411951P2093019411951P2093019411951;1;1;1;1;1;1
P2093024742484P2093024742484;1;1;1;1;1;1
P2093031003111P2093031003111;1;1;1;1;1;1
P2093038723878;1;1;1;1;1;1
P2093039663975P2093039663975;1;1;1;1;1;1
P20930416446P20930416446P20930416446P20930416446;1;1;1;1;1;1
P20930796817P20930796817;1;1;1;1;1;1
P2093091102P2093091102;1;1;1;1;1;1
P209309199P209309199;1;1;1;1;1;1
P209309429612887290632113230;1;1;1;1;1;1
P2133310191032P2133310191032;1;1;1;1;1;1
P2133313361357;1;1;1;1;1;1
P2133316231633;1;1;1;1;1;1
P2133317981809P2133317981809;1;1;1;1;1;1
P2133319391951;1;1;1;1;1;1
P2133319841993;1;1;1;1;1;1
P2133321212139;1;1;1;1;1;1
P2133321312139;1;1;1;1;1;1
P2133322982333P2133322982333P2133322982333P2133322982333;1;1;1;1;1;1
P21333461467;1;1;1;1;1;1
P21333612634P21333612634;1;1;1;1;1;1
P21333732738;1;1;1;1;1;1
P21333824P21333824;1;1;1;1;1;1
P21333912921;1;1;1;1;1;1
P21810339353P21810339353;1;1;1;1;1;1
P2181077106P2181077106P2181077106;1;1;1;1;1;1
P2181095106P2181095106;1;1;1;1;1;1
P2210513921409;1;1;1;1;1;1
P2210537303737;1;1;1;1;1;1
P2210537913808P2210537913808;1;1;1;1;1;1
P2210539303937;1;1;1;1;1;1
P22105780797;1;1;1;1;1;1
P22105840847;1;1;1;1;1;1
P223144257P223144257;1;1;1;1;1;1
P22626191200P22626191200P22626191200;1;1;1;1;1;1
P22626214228P22626214228P22626214228;1;1;1;1;1;1
P226262538P226262538;1;1;1;1;1;1
P22626412;1;1;1;1;1;1
P23229942952;1;1;1;1;1;1
P23284170180;1;1;1;1;1;1
P23588340356;1;1;1;1;1;1
P23588357372P23588357372;1;1;1;1;1;1
P23946152168P23946152168;1;1;1;1;1;1
P23946156168;1;1;1;1;1;1
P245394355;1;1;1;1;1;1
P2482118531866;1;1;1;1;1;1
P2482119521963P2482119521963;1;1;1;1;1;1
P2482121072120P2482121072120;1;1;1;1;1;1
P24844108124P24844108124;1;1;1;1;1;1
P248442445O149502445P191052344P248442445O149502445P191052344P248442445O149502445P191052344;1;1;1;1;1;1
P248443945O149503945P191053844;1;1;1;1;1;1
P2484487104O1495087104P1910586103P2484487104O1495087104P1910586103P2484487104O1495087104P1910586103P2484487104O1495087104P1910586103;1;1;1;1;1;1
P2484491104O1495091104P1910590103P2484491104O1495091104P1910590103;1;1;1;1;1;1
P253117693P253117693;1;1;1;1;1;1
P25325138155P25325138155;1;1;1;1;1;1
P25705120133;1;1;1;1;1;1
P25705215231P25705215231;1;1;1;1;1;1
P257054458P257054458P257054458P257054458P257054458;1;1;1;1;1;1
P25705447463;1;1;1;1;1;1
P25786233242;1;1;1;1;1;1
P26038147156;1;1;1;1;1;1
P26038394408P26038394408;1;1;1;1;1;1
P263686878P263686878;1;1;1;1;1;1
P264403350P264403350;1;1;1;1;1;1
P265993252P265993252P265993252P265993252;1;1;1;1;1;1
P273482641P273482641;1;1;1;1;1;1
P274821831P274821831;1;1;1;1;1;1
P27695238254P27695238254;1;1;1;1;1;1
P27816923936P27816923936;1;1;1;1;1;1
P29401348358;1;1;1;1;1;1
P296923948P296923948P296923948;1;1;1;1;1;1
P3004190106;1;1;1;1;1;1
P30043147170P30043147170;1;1;1;1;1;1
P30043164170;1;1;1;1;1;1
P300492356P300492356P300492356;1;1;1;1;1;1
P30050107114;1;1;1;1;1;1
P300506890P300506890;1;1;1;1;1;1
P30086104119;1;1;1;1;1;1
P300866576;1;1;1;1;1;1
P30101315329;1;1;1;1;1;1
P30153399418P30153399418;1;1;1;1;1;1
P30626107116P30626107116;1;1;1;1;1;1
P319303558P319303558;1;1;1;1;1;1
P319476982P319476982;1;1;1;1;1;1
P332418291;1;1;1;1;1;1
P35443208221;1;1;1;1;1;1
P35527205233P35527205233P35527205233;1;1;1;1;1;1
P35527251261P35527251261P35527251261P35527251261;1;1;1;1;1;1
P35527262291P35527262291P35527262291P35527262291P35527262291;1;1;1;1;1;1
P35527328338P35527328338P35527328338P35527328338P35527328338;1;1;1;1;1;1
P35527405427P35527405427P35527405427P35527405427P35527405427;1;1;1;1;1;1
P35527428446P35527428446P35527428446P35527428446P35527428446;1;1;1;1;1;1
P355274759P355274759;1;1;1;1;1;1
P35527513P35527513;1;1;1;1;1;1
P35527580623P35527580623;1;1;1;1;1;1
P3557911921210P3557911921210;1;1;1;1;1;1
P3557912021210;1;1;1;1;1;1
P3557918621871;1;1;1;1;1;1
P3557918781888P3557918781888;1;1;1;1;1;1
P35580493501P35749493501P35579486494P35580493501P35749493501P35579486494;1;1;1;1;1;1
P3574911991217P3574911991217;1;1;1;1;1;1
P3574913301339P3574913301339;1;1;1;1;1;1
P3574914411451P3574914411451;1;1;1;1;1;1
P3574915971609P3574915971609;1;1;1;1;1;1
P3574918851895P3574918851895;1;1;1;1;1;1
P35749217241P35579210234Q7Z406237261P35749217241P35579210234Q7Z406237261P35749217241P35579210234Q7Z406237261;1;1;1;1;1;1
P35749810821P35579803814P35749810821P35579803814;1;1;1;1;1;1
P35908157179P35908157179P35908157179;1;1;1;1;1;1
P35908164179P35908164179P35908164179;1;1;1;1;1;1
P359082134P359082134;1;1;1;1;1;1
P35908325341;1;1;1;1;1;1
P35908385401P35908385401P35908385401P35908385401;1;1;1;1;1;1
P35908505524P35908505524;1;1;1;1;1;1
P35908550572P35908550572;1;1;1;1;1;1
P35908604628P35908604628;1;1;1;1;1;1
P3590893122P3590893122;1;1;1;1;1;1
P365785071P365785071;1;1;1;1;1;1
P365785371P365785371;1;1;1;1;1;1
P365785871;1;1;1;1;1;1
P369576888;1;1;1;1;1;1
P378021339P378021339;1;1;1;1;1;1
P37802512;1;1;1;1;1;1
P3780288102P3780288102;1;1;1;1;1;1
P38646108122P38646108122;1;1;1;1;1;1
P38646203218P38646203218;1;1;1;1;1;1
P390234758;1;1;1;1;1;1
P39060593600;1;1;1;1;1;1
P39687215233;1;1;1;1;1;1
P40121307319P40121307319;1;1;1;1;1;1
P40227110117;1;1;1;1;1;1
P40227301314P40227301314;1;1;1;1;1;1
P40261114121;1;1;1;1;1;1
P409397386;1;1;1;1;1;1
P415671434;1;1;1;1;1;1
P430348089;1;1;1;1;1;1
P45974511524P45974511524;1;1;1;1;1;1
P46108131138;1;1;1;1;1;1
P467792635P467792635;1;1;1;1;1;1
P46782137145P46782137145;1;1;1;1;1;1
P46783130153P46783130153;1;1;1;1;1;1
P4694014051422;1;1;1;1;1;1
P46940359387P46940359387P46940359387;1;1;1;1;1;1
P469403752P469403752;1;1;1;1;1;1
P46940425438P46940425438;1;1;1;1;1;1
P47756196209P47756196209;1;1;1;1;1;1
P47756196215P47756196215;1;1;1;1;1;1
P479296372P479296372;1;1;1;1;1;1
P479857992;1;1;1;1;1;1
P48047129136;1;1;1;1;1;1
P48735108122;1;1;1;1;1;1
P49189715;1;1;1;1;1;1
P502381726P502381726;1;1;1;1;1;1
P50454353373P50454353373;1;1;1;1;1;1
P50454358373;1;1;1;1;1;1
P513983146;1;1;1;1;1;1
P51884181198P51884181198;1;1;1;1;1;1
P51884206227P51884206227;1;1;1;1;1;1
P51884228235P51884228235P51884228235;1;1;1;1;1;1
P51888155171P51888155171P51888155171P51888155171P51888155171;1;1;1;1;1;1
P51888343353;1;1;1;1;1;1
P51911213226P51911213226;1;1;1;1;1;1
P51911257265;1;1;1;1;1;1
P51911930P51911930P51911930;1;1;1;1;1;1
P519912135P519912135;1;1;1;1;1;1
P519913952;1;1;1;1;1;1
P52272105112;1;1;1;1;1;1
P52272628650P52272628650;1;1;1;1;1;1
P52566142169P52566142169;1;1;1;1;1;1
P525665471;1;1;1;1;1;1
P529438297;1;1;1;1;1;1
P53004181193;1;1;1;1;1;1
P53634395405;1;1;1;1;1;1
P539994859;1;1;1;1;1;1
P546521737P111421636P0DMV91636P349311838;1;1;1;1;1;1
P54652435450;1;1;1;1;1;1
P54725246275P54725246275P54725246275;1;1;1;1;1;1
P54727290308P54727290308;1;1;1;1;1;1
P54819107118P54819107118;1;1;1;1;1;1
P55072576586;1;1;1;1;1;1
P55072714732P55072714732;1;1;1;1;1;1
P55072759766;1;1;1;1;1;1
P55083165190P55083165190;1;1;1;1;1;1
P5520996104Q997338593;1;1;1;1;1;1
P5526816621674P5526816621674;1;1;1;1;1;1
P55290271283;1;1;1;1;1;1
P5810715561565;1;1;1;1;1;1
P581072716273432473265378137994315433348484866P581072716273432473265378137994315433348484866;1;1;1;1;1;1
P58107431447P58107431447;1;1;1;1;1;1
P60174164190;1;1;1;1;1;1
P601745468P601745468;1;1;1;1;1;1
P606601321;1;1;1;1;1;1
P606603037P146498794;1;1;1;1;1;1
P60709148173P63261148173P60709148173P63261148173;1;1;1;1;1;1
P60709280290Q562R1281291P63261280290P60709280290Q562R1281291P63261280290P60709280290Q562R1281291P63261280290P60709280290Q562R1281291P63261280290;1;1;1;1;1;1
P60709295312P63261295312P60709295312P63261295312P60709295312P63261295312P60709295312P63261295312;1;1;1;1;1;1
P6070996116P6326196116P6070996116P6326196116P6070996116P6326196116P6070996116P6326196116;1;1;1;1;1;1
P609818695;1;1;1;1;1;1
P61163103118;1;1;1;1;1;1
P61221426433;1;1;1;1;1;1
P6131397105P6131397105;1;1;1;1;1;1
P61978279286;1;1;1;1;1;1
P61978306316P61978306316;1;1;1;1;1;1
P619787386;1;1;1;1;1;1
P62241111123P62241111123;1;1;1;1;1;1
P622581019;1;1;1;1;1;1
P62258153170P62258153170;1;1;1;1;1;1
P622633855;1;1;1;1;1;1
P622637384P622637384;1;1;1;1;1;1
P622692938P622692938;1;1;1;1;1;1
P622697686P622697686;1;1;1;1;1;1
P622734556P622734556;1;1;1;1;1;1
P623282044P623282044P623282044P623282044;1;1;1;1;1;1
P62333133143;1;1;1;1;1;1
P62736355374P68032355374P62736355374P68032355374;1;1;1;1;1;1
P62736362374P68133362374P68032362374P62736362374P68133362374P68032362374;1;1;1;1;1;1
P62753146154;1;1;1;1;1;1
P628054756P628054756;1;1;1;1;1;1
P62873919P62873919;1;1;1;1;1;1
P62879181197;1;1;1;1;1;1
P62899115125P62899115125;1;1;1;1;1;1
P62937819P62937819;1;1;1;1;1;1
P629422841P629422841;1;1;1;1;1;1
P629425058P629425058;1;1;1;1;1;1
P63104229245;1;1;1;1;1;1
P631042641P631042641P631042641;1;1;1;1;1;1
P63267105117P60709104116P62736106118P68133106118P0CG38804816P68032106118P63261104116;1;1;1;1;1;1
P63267149174P62736150175P68133150175P68032150175P63267149174P62736150175P68133150175P68032150175P63267149174P62736150175P68133150175P68032150175;1;1;1;1;1;1
P63267281291P62736282292P68133282292P68032282292P63267281291P62736282292P68133282292P68032282292;1;1;1;1;1;1
P63267296313P62736297314P68032297314P63267296313P62736297314P68032297314P63267296313P62736297314P68032297314P63267296313P62736297314P68032297314P63267296313P62736297314P68032297314;1;1;1;1;1;1
P632674163P607094062P627364264P681334264P680324264P632614062P632674163P607094062P627364264P681334264P680324264P632614062P632674163P607094062P627364264P681334264P680324264P632614062P632674163P607094062P627364264P681334264P680324264P632614062;1;1;1;1;1;1
P68032330P68032330;1;1;1;1;1;1
P68104233247;1;1;1;1;1;1
P68104251266;1;1;1;1;1;1
P68104255266P68104255266;1;1;1;1;1;1
P68104416423;1;1;1;1;1;1
P683666884;1;1;1;1;1;1
P688714264P688714264P688714264P688714264P688714264P688714264P688714264P688714264;1;1;1;1;1;1
P699053351P699053351P699053351;1;1;1;1;1;1
P82979181201P82979181201;1;1;1;1;1;1
P84243101117Q5TEC6101117P68431101117Q71DI3101117P84243101117Q5TEC6101117P68431101117Q71DI3101117P84243101117Q5TEC6101117P68431101117Q71DI3101117;1;1;1;1;1;1
P84243111117Q5TEC6111117P68431111117Q71DI3111117;1;1;1;1;1;1
P84243118129P68431118129Q71DI3118129P84243118129P68431118129Q71DI3118129P84243118129P68431118129Q71DI3118129;1;1;1;1;1;1
P842431927Q5TEC61927P684311927Q71DI31927P842431927Q5TEC61927P684311927Q71DI31927P842431927Q5TEC61927P684311927Q71DI31927;1;1;1;1;1;1
P842437484P684317484Q71DI37484P842437484P684317484Q71DI37484;1;1;1;1;1;1
P9816015101523;1;1;1;1;1;1
P9816016741685;1;1;1;1;1;1
P9816036473661P9816036473661;1;1;1;1;1;1
P9816036723684P9816036723684;1;1;1;1;1;1
P9816037273736P9816037273736;1;1;1;1;1;1
P98160661675P98160661675;1;1;1;1;1;1
P981792741;1;1;1;1;1;1
P981795565;1;1;1;1;1;1
Q00839256268Q00839256268;1;1;1;1;1;1
Q0108214481460;1;1;1;1;1;1
Q0108216451656;1;1;1;1;1;1
Q0108219331941Q0108219331941;1;1;1;1;1;1
Q0108223262345Q0108223262345;1;1;1;1;1;1
Q014696681Q014696681;1;1;1;1;1;1
Q01518301313Q01518301313;1;1;1;1;1;1
Q01844269292;1;1;1;1;1;1
Q01995113128Q01995113128;1;1;1;1;1;1
Q019951329Q019951329;1;1;1;1;1;1
Q01995184195;1;1;1;1;1;1
Q0238811551170Q0238811551170;1;1;1;1;1;1
Q02388920931;1;1;1;1;1;1
Q02413201213Q02413201213Q02413201213;1;1;1;1;1;1
Q02413916925Q02413916925;1;1;1;1;1;1
Q04695231251Q04695231251Q04695231251Q04695231251;1;1;1;1;1;1
Q04695726Q04695726;1;1;1;1;1;1
Q048371728;1;1;1;1;1;1
Q05682118135Q05682118135Q05682118135;1;1;1;1;1;1
Q05682137156Q05682137156Q05682137156Q05682137156;1;1;1;1;1;1
Q05682517535Q05682517535;1;1;1;1;1;1
Q05682523535;1;1;1;1;1;1
Q05682723745;1;1;1;1;1;1
Q056827399Q056827399;1;1;1;1;1;1
Q0570711661187Q0570711661187;1;1;1;1;1;1
Q0570711751187;1;1;1;1;1;1
Q0570716221631Q0570716221631;1;1;1;1;1;1
Q05707959971;1;1;1;1;1;1
Q060333457Q060333457Q060333457;1;1;1;1;1;1
Q06828207220;1;1;1;1;1;1
Q06828251265;1;1;1;1;1;1
Q06830141151P32119140150Q06830141151P32119140150Q06830141151P32119140150Q06830141151P32119140150;1;1;1;1;1;1
Q07065379394Q07065379394;1;1;1;1;1;1
Q07065484491;1;1;1;1;1;1
Q07092257277Q07092257277;1;1;1;1;1;1
Q075074460Q075074460;1;1;1;1;1;1
Q075077297Q075077297;1;1;1;1;1;1
Q075078397Q075078397;1;1;1;1;1;1
Q08170126139;1;1;1;1;1;1
Q081881833;1;1;1;1;1;1
Q08554186198Q08554186198;1;1;1;1;1;1
Q08554360367;1;1;1;1;1;1
Q08554494507Q08554494507;1;1;1;1;1;1
Q08554549557;1;1;1;1;1;1
Q08554635651Q08554635651Q08554635651;1;1;1;1;1;1
Q08554643651;1;1;1;1;1;1
Q09666106123;1;1;1;1;1;1
Q09666115123;1;1;1;1;1;1
Q09666133149Q09666133149;1;1;1;1;1;1
Q09666161167;1;1;1;1;1;1
Q096662945Q096662945;1;1;1;1;1;1
Q09666321330Q09666321330;1;1;1;1;1;1
Q0966672874622222240274527634039405742954313Q0966672874622222240274527634039405742954313;1;1;1;1;1;1
Q12906201211Q12906201211;1;1;1;1;1;1
Q13155317;1;1;1;1;1;1
Q13247132145Q13247132145;1;1;1;1;1;1
Q13361142149Q13361142149;1;1;1;1;1;1
Q13409541548;1;1;1;1;1;1
Q134421635Q134421635Q134421635;1;1;1;1;1;1
Q1381310131032Q1381310131032;1;1;1;1;1;1
Q13813130139Q13813130139;1;1;1;1;1;1
Q1381315961605;1;1;1;1;1;1
Q1381321712180Q1381321712180;1;1;1;1;1;1
Q13813248259Q13813248259;1;1;1;1;1;1
Q138133845;1;1;1;1;1;1
Q13813743765Q13813743765Q13813743765;1;1;1;1;1;1
Q13835281297Q13835281297;1;1;1;1;1;1
Q13835298312Q13835298312Q13835298312;1;1;1;1;1;1
Q13835384395Q13835384395Q13835384395;1;1;1;1;1;1
Q13835405411;1;1;1;1;1;1
Q138355267;1;1;1;1;1;1
Q13838391406Q13838391406;1;1;1;1;1;1
Q13885134156P04350134156Q9BUF5134156P07437134156P68371134156Q9BVA1134156Q13885134156P04350134156Q9BUF5134156P07437134156P68371134156Q9BVA1134156;1;1;1;1;1;1
Q138856377Q135096377P074376377Q9BVA16377Q138856377Q135096377P074376377Q9BVA16377Q138856377Q135096377P074376377Q9BVA16377;1;1;1;1;1;1
Q139388798;1;1;1;1;1;1
Q14112110119;1;1;1;1;1;1
Q1411213251334;1;1;1;1;1;1
Q14134141149;1;1;1;1;1;1
Q14195337361Q14195337361Q14195337361;1;1;1;1;1;1
Q142572635;1;1;1;1;1;1
Q14574215232;1;1;1;1;1;1
Q14624669688Q14624669688Q14624669688;1;1;1;1;1;1
Q14624754775Q14624754775Q14624754775;1;1;1;1;1;1
Q14624880895;1;1;1;1;1;1
Q14696142149;1;1;1;1;1;1
Q14764378399Q14764378399Q14764378399Q14764378399;1;1;1;1;1;1
Q14764691703Q14764691703;1;1;1;1;1;1
Q14847131143Q14847131143;1;1;1;1;1;1
Q14847184197;1;1;1;1;1;1
Q148476373Q148476373;1;1;1;1;1;1
Q1498014141421;1;1;1;1;1;1
Q14CN4355377Q14CN4355377;1;1;1;1;1;1
Q15063414423Q15063414423;1;1;1;1;1;1
Q15063791806;1;1;1;1;1;1
Q1514915111525Q1514915111525;1;1;1;1;1;1
Q1514915641575Q1514915641575;1;1;1;1;1;1
Q1514916491657Q1514916491657;1;1;1;1;1;1
Q1514918671875Q1514918671875;1;1;1;1;1;1
Q1514918881898Q1514918881898;1;1;1;1;1;1
Q1514920462055Q1514920462055;1;1;1;1;1;1
Q1514921722183Q1514921722183;1;1;1;1;1;1
Q1514924322442Q1514924322442;1;1;1;1;1;1
Q1514925122521Q1514925122521;1;1;1;1;1;1
Q1514926742682;1;1;1;1;1;1
Q1514927682787Q1514927682787;1;1;1;1;1;1
Q1514928562881Q1514928562881;1;1;1;1;1;1
Q1514933583368Q1514933583368;1;1;1;1;1;1
Q1514934473462Q1514934473462;1;1;1;1;1;1
Q1514937713781Q1514937713781;1;1;1;1;1;1
Q1514940274036Q1514940274036;1;1;1;1;1;1
Q1514943394353Q1514943394353;1;1;1;1;1;1
Q151814552;1;1;1;1;1;1
Q15233169176;1;1;1;1;1;1
Q15365229243;1;1;1;1;1;1
Q15365307325Q15365307325;1;1;1;1;1;1
Q15366306314Q15366306314;1;1;1;1;1;1
Q15366315333Q15366315333;1;1;1;1;1;1
Q15417213225;1;1;1;1;1;1
Q15424242252Q14151241251;1;1;1;1;1;1
Q155176982;1;1;1;1;1;1
Q155823138;1;1;1;1;1;1
Q15582397409Q15582397409Q15582397409;1;1;1;1;1;1
Q15582421432;1;1;1;1;1;1
Q15661161168;1;1;1;1;1;1
Q15691131168Q15691131168;1;1;1;1;1;1
Q15691169181Q15691169181;1;1;1;1;1;1
Q1574617621770Q1574617621770;1;1;1;1;1;1
Q15746937943;1;1;1;1;1;1
Q16181373381;1;1;1;1;1;1
Q16181403416Q16181403416;1;1;1;1;1;1
Q16555455467;1;1;1;1;1;1
Q16555533552Q16555533552Q16555533552;1;1;1;1;1;1
Q16555540552Q16555540552;1;1;1;1;1;1
Q16610186205;1;1;1;1;1;1
Q16643398412;1;1;1;1;1;1
Q16643634649;1;1;1;1;1;1
Q16666117129;1;1;1;1;1;1
Q167776572Q8IUE66572Q930776572Q9P0M66269O753676269;1;1;1;1;1;1
Q16853719726;1;1;1;1;1;1
Q1KMD3252263;1;1;1;1;1;1
Q53T59232246;1;1;1;1;1;1
Q562R11929;1;1;1;1;1;1
Q5D86212361248Q5D86212361248;1;1;1;1;1;1
Q5D86212721287Q5D86212721287;1;1;1;1;1;1
Q5D862165180Q5D862165180;1;1;1;1;1;1
Q5D862540562Q5D862540562;1;1;1;1;1;1
Q5JT82123142;1;1;1;1;1;1
Q5SSJ5248269Q5SSJ5248269;1;1;1;1;1;1
Q5T749426445Q5T749426445;1;1;1;1;1;1
Q5XKE5144161P0872993110P35908180197P04259165182P02538165182Q01546185202O95678151168P48668165182Q9NSB2167184P12035200217P0578793110P13647170187Q5XKE5144161P0872993110P35908180197P04259165182P02538165182Q01546185202O95678151168P48668165182Q9NSB2167184P12035200217P0578793110P13647170187Q5XKE5144161P0872993110P35908180197P04259165182P02538165182Q01546185202O95678151168P48668165182Q9NSB2167184P12035200217P0578793110P13647170187Q5XKE5144161P0872993110P35908180197P04259165182P02538165182Q01546185202O95678151168P48668165182Q9NSB2167184P12035200217P0578793110P13647170187;1;1;1;1;1;1
Q6DN90250261;1;1;1;1;1;1
Q6E0U48598Q6E0U48598Q6E0U48598;1;1;1;1;1;1
Q6E0U499115Q6E0U499115;1;1;1;1;1;1
Q6NZI2131147Q6NZI2131147;1;1;1;1;1;1
Q6NZI2202217;1;1;1;1;1;1
Q6NZI2299310Q6NZI2299310;1;1;1;1;1;1
Q6NZI2337355Q6NZI2337355Q6NZI2337355;1;1;1;1;1;1
Q6NZI2342355Q6NZI2342355;1;1;1;1;1;1
Q6UWP82438;1;1;1;1;1;1
Q6ZVX77189Q6ZVX77189;1;1;1;1;1;1
Q71U36203214Q9BQE3203214P68366203214Q71U36203214Q9BQE3203214P68366203214;1;1;1;1;1;1
Q71U3685105Q9BQE385105P6836685105Q71U3685105Q9BQE385105P6836685105Q71U3685105Q9BQE385105P6836685105Q71U3685105Q9BQE385105P6836685105;1;1;1;1;1;1
Q7RTT95166;1;1;1;1;1;1
Q7Z388595613;1;1;1;1;1;1
Q7Z794225235;1;1;1;1;1;1
Q7Z794468476Q7Z794468476Q7Z794468476;1;1;1;1;1;1
Q86UP2238249;1;1;1;1;1;1
Q86YZ3554567;1;1;1;1;1;1
Q8IUX7203218Q8IUX7203218;1;1;1;1;1;1
Q8IUX7269286Q8IUX7269286;1;1;1;1;1;1
Q8IUX7318330;1;1;1;1;1;1
Q8IUX73850;1;1;1;1;1;1
Q8IUX74250;1;1;1;1;1;1
Q8IUX7498518Q8IUX7498518;1;1;1;1;1;1
Q8IUX7572586Q8IUX7572586;1;1;1;1;1;1
Q8IUX7820831;1;1;1;1;1;1
Q8IVF2353376Q8IVF2353376;1;1;1;1;1;1
Q8IXQ36473;1;1;1;1;1;1
Q8N1N4117130Q8N1N4117130;1;1;1;1;1;1
Q8WUM4707715;1;1;1;1;1;1
Q8WVV4529543;1;1;1;1;1;1
Q8WX93477488;1;1;1;1;1;1
Q92530220231Q92530220231;1;1;1;1;1;1
Q92597364377Q92597364377;1;1;1;1;1;1
Q92599321330Q14141319328Q9NVA2318327;1;1;1;1;1;1
Q92734183203;1;1;1;1;1;1
Q92734186203;1;1;1;1;1;1
Q92841351364P17844274287Q92841351364P17844274287;1;1;1;1;1;1
Q92841365372Q92841365372;1;1;1;1;1;1
Q92841651670;1;1;1;1;1;1
Q93052403415;1;1;1;1;1;1
Q969G5197211Q969G5197211;1;1;1;1;1;1
Q969G55058Q969G55058;1;1;1;1;1;1
Q96C196777;1;1;1;1;1;1
Q96EY191102;1;1;1;1;1;1
Q96HC4383407Q96HC4383407;1;1;1;1;1;1
Q96ME7228238;1;1;1;1;1;1
Q96Q061929Q96Q061929;1;1;1;1;1;1
Q96SB3460469;1;1;1;1;1;1
Q96TA1636654;1;1;1;1;1;1
Q994365262;1;1;1;1;1;1
Q99598511;1;1;1;1;1;1
Q9971518051834Q9971518051834Q9971518051834Q9971518051834;1;1;1;1;1;1
Q9971518731901Q9971518731901Q9971518731901Q9971518731901;1;1;1;1;1;1
Q9971519101924;1;1;1;1;1;1
Q99961175184Q99961175184;1;1;1;1;1;1
Q9BPW83645;1;1;1;1;1;1
Q9BUJ2107126Q9BUJ2107126Q9BUJ2107126;1;1;1;1;1;1
Q9BVK6170186Q9BVK6170186;1;1;1;1;1;1
Q9BW30152176Q9BW30152176Q9BW30152176;1;1;1;1;1;1
Q9BX6612411253;1;1;1;1;1;1
Q9BX683158Q9BX683158;1;1;1;1;1;1
Q9BY32119130;1;1;1;1;1;1
Q9BZJ0163172;1;1;1;1;1;1
Q9C0C210641084Q9C0C210641084Q9C0C210641084;1;1;1;1;1;1
Q9C0C2201209;1;1;1;1;1;1
Q9C0C2898912;1;1;1;1;1;1
Q9C0C2944959Q9C0C2944959;1;1;1;1;1;1
Q9GZX59299;1;1;1;1;1;1
Q9H1E31428;1;1;1;1;1;1
Q9H1E3928Q9H1E3928;1;1;1;1;1;1
Q9H1E394104;1;1;1;1;1;1
Q9H2993647;1;1;1;1;1;1
Q9H8W4513;1;1;1;1;1;1
Q9HAT2332340;1;1;1;1;1;1
Q9HBL010561062;1;1;1;1;1;1
Q9HBL013651378;1;1;1;1;1;1
Q9HBL014411450;1;1;1;1;1;1
Q9HBL0686698;1;1;1;1;1;1
Q9HC38220235Q9HC38220235;1;1;1;1;1;1
Q9NPA8613;1;1;1;1;1;1
Q9NQ38426441Q9NQ38426441;1;1;1;1;1;1
Q9NQ38626636;1;1;1;1;1;1
Q9NQ3889105;1;1;1;1;1;1
Q9NQC36591Q9NQC36591;1;1;1;1;1;1
Q9NQC37991;1;1;1;1;1;1
Q9NR28218227;1;1;1;1;1;1
Q9NVD7229244Q9NVD7229244;1;1;1;1;1;1
Q9NX40165194Q9NX40165194Q9NX40165194Q9NX40165194;1;1;1;1;1;1
Q9NZD47286Q9NZD47286;1;1;1;1;1;1
Q9NZN4412425;1;1;1;1;1;1
Q9NZN4415425;1;1;1;1;1;1
Q9UBX5396408Q9UBX5396408;1;1;1;1;1;1
Q9UGI8112124;1;1;1;1;1;1
Q9UHD8165187Q9UHD8165187Q9UHD8165187;1;1;1;1;1;1
Q9UII24250Q9UII24250;1;1;1;1;1;1
Q9UKT9215221;1;1;1;1;1;1
Q9UMD912391247;1;1;1;1;1;1
Q9UMD913081334;1;1;1;1;1;1
Q9UMS6588607Q9UMS6588607;1;1;1;1;1;1
Q9UQ80225243;1;1;1;1;1;1
Q9Y2247789Q9Y2247789;1;1;1;1;1;1
Q9Y230262273;1;1;1;1;1;1
Q9Y2304153Q9Y2304153;1;1;1;1;1;1
Q9Y2D4720;1;1;1;1;1;1
Q9Y2Q92948;1;1;1;1;1;1
Q9Y3B83442;1;1;1;1;1;1
Q9Y49012821298;1;1;1;1;1;1
Q9Y49015761593;1;1;1;1;1;1
Q9Y49019992006;1;1;1;1;1;1
Q9Y49021552177;1;1;1;1;1;1
Q9Y49025272538Q9Y49025272538;1;1;1;1;1;1
Q9Y490455482Q9Y490455482;1;1;1;1;1;1
Q9Y490467482Q9Y490467482;1;1;1;1;1;1
Q9Y4G621992210Q9Y49021982209;1;1;1;1;1;1
Q9Y5X1116136;1;1;1;1;1;1
Q9Y6C2529541Q9Y6C2529541;1;1;1;1;1;1
Q9Y6C2874881Q9Y6C2874881;1;1;1;1;1;1
