;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
Q9Y4G6168180;0;1;0;0;0;0
Q9Y4K4304318;0;0;0;1;0;0
Q9Y4P8301318;0;0;0;0;0;1
Q9Y52010031011;0;0;0;0;0;1
Q9Y52013791392;0;0;0;0;0;1
Q9Y520808833;0;1;0;0;0;0
Q9Y5S997108;0;1;0;0;0;0
Q9Y5W9820;0;0;0;0;0;1
Q9Y5X1178191;0;0;0;0;0;1
Q9Y5X1273281;0;1;0;0;0;0
Q9Y5Z4176188;0;1;0;0;0;0
Q9Y6063046;0;0;0;0;0;1
Q9Y664315;0;0;0;0;0;1
Q9Y678610624;0;0;0;1;0;0
Q9Y6C2780788;0;1;0;0;0;0
Q9Y6K91453;0;1;0;0;0;0
A0A075B6K56979;0;1;0;0;0;1
A0A0J9YXX1107117A0A0C4DH38107117;0;1;0;0;1;0
A1L4H115191533;1;0;0;0;1;0
A6NMZ7895903;0;1;0;0;0;1
B9A064169191A0M8Q66183B9A064169191A0M8Q66183;1;1;0;0;0;0
O00159158166;1;0;0;0;0;1
O001595868;0;1;0;0;0;1
O00232112123;0;0;1;0;0;1
O00515324335;1;1;0;0;0;0
O00567386398;1;1;0;0;0;0
O00567541553;0;1;1;0;0;0
O005711737;0;1;0;0;0;1
O00764144160;0;1;1;0;0;0
O146832641;1;1;0;0;0;0
O14773236245;0;1;0;0;0;1
O149491825;0;1;0;0;0;1
O14974596612;0;1;0;0;0;1
O1506113781399;1;0;0;1;0;0
O15061327338;0;1;0;1;0;0
O15061404426;0;0;0;1;0;1
O15061947963O15061947963;1;0;0;0;0;1
O15143271284;0;0;1;1;0;0
O15144166189;1;1;0;0;0;0
O15144170189;0;1;1;0;0;0
O155114874O155114874;0;1;1;0;0;0
O155403253O155403253O155403253;1;0;1;0;0;0
O43390472483;0;0;0;0;1;1
O433991234;0;0;0;0;1;1
O433994050;0;1;0;0;0;1
O43464217233;0;1;1;0;0;0
O434887899;0;1;0;0;0;1
O435832330;0;1;0;1;0;0
O43633206215;1;1;0;0;0;0
O4376881106;1;0;0;0;1;0
O43852214234;0;0;1;1;0;0
O43852256271;0;1;0;1;0;0
O43852295311;0;1;0;1;0;0
O438525372;0;1;1;0;0;0
O602408593;1;1;0;0;0;0
O602711023;0;0;1;0;0;1
O60271714727;1;0;0;0;0;1
O60437463471;0;1;0;0;0;1
O60437940955;0;1;0;0;0;1
O60504283291;0;1;0;0;0;1
O60504622634;1;0;0;0;1;0
O60664374391;1;0;0;1;0;0
O60701357373;0;1;1;0;0;0
O60716152180O60716152180;1;0;0;0;0;1
O60716708725;0;0;1;1;0;0
O607497588;0;1;0;0;0;1
O60784461478;0;1;0;0;0;1
O609255566;0;1;0;0;0;1
O60927926;1;1;0;0;0;0
O75095486500;0;1;1;0;0;0
O75112153165;1;1;0;0;0;0
O75112385396;0;1;0;1;0;0
O75251116135O75251116135;0;0;1;1;0;0
O7533911271149O7533911271149;0;1;0;1;0;0
O7536919051913;0;0;0;0;1;1
O75369723733;1;1;0;0;0;0
O75369825836;0;1;0;0;0;1
O75635348356;1;0;1;0;0;0
O757814151;1;0;0;0;0;1
O758743549;0;0;1;0;0;1
O75909562575;0;0;0;1;1;0
O759341929;1;0;0;0;0;1
O759372433;0;1;0;1;0;0
O95171210224;1;0;0;0;1;0
O9542511501167;1;1;0;0;0;0
O95678194208O95678194208;0;0;1;0;0;1
O95758165183;0;0;1;0;0;1
O957583250;0;0;1;0;0;1
O95810344362;1;0;1;0;0;0
P001674152;0;0;0;1;0;1
P00367368395P00367368395;0;1;1;0;0;0
P003675476;0;0;0;1;0;1
P00387208226;0;1;1;0;0;0
P004415970;1;1;0;0;0;0
P00450156177;0;1;0;0;0;1
P00558356365;1;1;0;0;0;0
P00568116128;0;1;0;0;0;1
P00734315323;0;0;0;0;1;1
P00734364380P00734364380;1;0;1;0;0;0
P00742320327;0;1;0;0;0;1
P00747581590;1;0;0;1;0;0
P00751387406P00751387406;0;1;0;0;0;1
P009154977;1;0;1;0;0;0
P009156277;1;0;1;0;0;0
P009663548;0;1;1;0;0;0
P0102311101122;0;0;1;1;0;0
P0102314511474;0;1;0;0;0;1
P01023517539P01023517539;1;0;0;1;0;0
P0102411121134P0102411121134;0;0;1;1;0;0
P0102411951201;0;1;0;0;1;0
P0102415621582;0;1;0;0;0;1
P0102415661582;1;0;0;0;0;1
P01024914926P01024914926;0;0;1;0;0;1
P01024991999;0;1;0;1;0;0
P01042141161;0;0;1;1;0;0
P011168397;0;1;0;1;0;0
P017727386;0;1;0;0;0;1
P01871283300;1;1;0;0;0;0
P01876166177P01877153164;1;0;0;0;0;1
P0204287105P0204287105;0;1;1;0;0;0
P0245811491163;1;0;0;1;0;0
P02461294302;0;0;0;1;1;0
P02533385407Q04695354376;1;0;0;1;0;0
P02533716P08779716P02533716P08779716;0;0;1;0;0;1
P02545149156;0;1;0;0;0;1
P02545592624;1;0;0;0;1;0
P02549905916P02549905916;0;1;1;0;0;0
P02647162173;1;1;0;0;0;0
P026475885;0;0;0;1;0;1
P02649293317;0;1;0;0;0;1
P026496279;0;0;0;0;1;1
P02671484510;0;0;1;1;0;0
P02675116124;1;0;0;0;0;1
P02675400410;1;0;0;0;0;1
P02679120134;0;1;1;0;0;0
P02730360384;1;0;1;0;0;0
P02743140151;0;1;0;0;0;1
P027437076;0;0;0;1;1;0
P02748347369;0;0;1;0;1;0
P02749141154;0;0;1;0;0;1
P027495058;0;1;0;0;0;1
P0275114451457;0;1;0;0;0;1
P0275115161543;0;1;1;0;0;0
P0275119942001;0;0;0;1;1;0
P02751352369P02751352369;0;0;0;0;1;1
P02765104119;0;0;0;0;1;1
P027657999;0;1;0;0;0;1
P02768190210P02768190210;0;1;0;0;1;0
P02768546558P02768546558;0;1;0;1;0;0
P02790201208;1;1;0;0;0;0
P04040114130;1;1;0;0;0;0
P04040326354P04040326354;0;1;1;0;0;0
P04040333354;1;0;0;0;0;1
P0411438703886;0;0;1;1;0;0
P0411440834098;0;1;1;0;0;0
P041145571;0;1;0;0;0;1
P04217237244;0;1;0;0;0;1
P04259131158P48668131158P04259131158P48668131158P04259131158P48668131158;1;1;0;0;0;0
P04259146158P48668146158;0;0;1;0;0;1
P04259285299P02538285299P48668285299;1;0;1;0;0;0
P04264318343P04264318343;1;0;1;0;0;0
P04264538549P04264538549;0;0;0;1;0;1
P04264576588;0;0;0;0;1;1
P046323160;1;1;0;0;0;0
P04843565571;0;1;1;0;0;0
P048437080;0;1;0;0;0;1
P050913651;0;1;0;0;0;1
P05091483492;0;1;0;0;0;1
P05155226233;0;1;0;1;0;0
P05198201213;0;0;1;0;0;1
P052041523O004791523;0;1;0;0;0;1
P05455185196;0;1;1;0;0;0
P05787438454;0;0;0;1;0;1
P0639691104;0;1;0;0;0;1
P06576259279;0;1;1;0;0;0
P06576442456;0;1;0;0;0;1
P06681741752;0;1;0;0;0;1
P06733115132;0;0;1;1;0;0
P06744405417;1;0;1;0;0;0
P067445666;0;1;1;0;0;0
P06753145161;0;1;1;0;0;0
P06753173179;1;0;1;0;0;0
P073053542;1;0;0;0;0;1
P07339177205P07339177205;1;0;0;0;0;1
P07355161168P04083170177;0;0;1;0;0;1
P07355183196;0;0;1;0;0;1
P07355258273;0;1;0;0;0;1
P07357169186P07357169186;0;1;0;0;0;1
P074373746;0;1;0;1;0;0
P07585328345;0;0;1;0;1;0
P07686490501;0;1;0;0;0;1
P07814828838;0;1;0;1;0;0
P079003846P082383341;0;0;1;1;0;0
P079963241;0;1;0;1;0;0
P0812311411156;0;1;1;0;0;0
P08123632645;0;0;0;1;0;1
P08133573587;1;0;0;0;0;1
P08670260270;1;0;1;0;0;0
P08670277304;1;0;0;0;1;0
P086702936;0;0;1;0;0;1
P08727342353;0;1;0;0;0;1
P087581018;1;0;0;0;0;1
P08758111117;0;1;0;0;0;1
P08758220227P08758220227;1;1;0;0;0;0
P08779454471;1;0;1;0;0;0
P08779461473;0;1;0;0;0;1
P088656780;1;0;0;0;0;1
P094937490P079517490;1;1;0;0;0;0
P09668114123;1;0;1;0;0;0
P0C0L413101325P0C0L513101325;0;0;0;0;1;1
P0C0L414891498P0C0L514891498;1;0;1;0;0;0
P0C0L416941716P0C0L516941716;0;1;1;0;0;0
P0DJI84857;0;1;1;0;0;0
P0DP04100106P01782100106P0DTE198104A0A0B4J1X5100106P01780100106A0A0B4J1V1100106P01772100106P0176699105P01762100106A0A0C4DH32100106P0176799105A0A0C4DH4299105;0;1;0;0;0;1
P10909151158;0;1;0;0;0;1
P10909228241;1;1;0;0;0;0
P11021236261P11021236261;0;1;0;0;0;1
P11021313324;0;0;0;1;0;1
P11021328336;1;1;0;0;0;0
P11021502510P11021502510;0;1;1;0;0;0
P110216674;0;1;0;0;0;1
P11233123135;0;1;0;0;0;1
P11277905921;1;0;1;0;0;0
P11940199206;0;1;1;0;0;0
P12109660677;0;0;0;1;0;1
P12109865872;0;0;0;0;1;1
P12109910925;0;1;0;0;0;1
P121107995;1;0;1;0;0;0
P1211110971107;0;0;0;1;1;0
P1211115451558;1;1;0;0;0;0
P1211118901915;1;0;1;0;0;0
P1211124102420;0;0;0;1;0;1
P1211124312441;0;1;0;0;0;1
P1211124492459;0;0;0;1;0;1
P12111692707;0;0;1;0;0;1
P1227018171830;1;1;0;0;0;0
P12270598609;0;0;0;1;0;1
P12270943954;1;0;0;1;0;0
P12277226236;0;0;0;1;0;1
P12755480489;0;0;0;0;1;1
P12814242261O43707261280;0;1;0;0;0;1
P12814468475;0;1;0;0;0;1
P12829143156;0;0;1;0;0;1
P12956835P12956835;0;1;1;0;0;0
P13010168178;0;1;0;0;0;1
P13010296315;0;1;1;0;0;0
P13010624640;0;0;0;1;0;1
P136112433;0;0;0;1;0;1
P1361132293238;0;1;0;0;0;1
P1361185100;0;1;0;1;0;0
P13639112120;1;1;0;0;0;0
P13645193228;1;0;1;0;0;0
P13645419441;0;0;1;0;0;1
P13645433441P13645433441;1;0;1;0;0;0
P13647339352P13647339352;0;0;1;1;0;0
P137164855;0;0;1;0;0;1
P13796474488;0;1;1;0;0;0
P13797210220;1;0;0;0;0;1
P137986689P137986689;1;0;1;0;0;0
P138042046;0;0;1;0;1;0
P14543499518;0;1;0;0;0;1
P145439941004;0;1;0;0;0;1
P14550168179;1;0;0;0;0;1
P14618473489;0;0;1;0;0;1
P146497994;0;0;1;0;0;1
P14866466481;0;1;1;0;0;0
P14923355367;0;0;1;1;0;0
P15144596606;1;1;0;0;0;0
P15311484509;0;0;0;1;0;1
P15311488509;0;0;0;0;1;1
P15311533542;0;0;1;0;0;1
P1592410731084P1592410731084;0;1;0;0;1;0
P1592412891302;0;0;1;0;0;1
P1592416381645;1;0;0;1;0;0
P1592427302744;0;1;0;0;0;1
P1592428072826;1;0;0;0;0;1
P1592428182826;0;1;0;0;0;1
P15924483490;0;0;0;1;0;1
P159249861002;1;0;1;0;0;0
P16152254273;0;1;0;0;0;1
P16157850861;1;0;0;0;0;1
P16219153171;0;1;0;0;0;1
P164014857P104124554;1;0;0;0;0;1
P164016782;0;1;1;0;0;0
P16452546554;1;0;1;0;0;0
P16671348368;0;1;0;0;0;1
P17022298304;0;0;0;0;1;1
P17066147157P54652146156P11142145155P0DMV9145155P38646192202P34931147157;1;0;1;0;0;0
P17066222238P0DMV9220236P34931222238;1;0;1;0;0;0
P17661339347;0;1;0;0;0;1
P1766198105;1;0;0;0;0;1
P179801844;0;1;0;0;1;0
P18206364372;0;1;0;0;1;0
P18428226237;0;1;1;0;0;0
P18428368380;0;1;0;0;0;1
P186697283;0;1;1;0;0;0
P190124350;1;1;0;0;0;0
P19338462474;0;1;0;0;0;1
P194045462;0;1;0;0;0;1
P1982797124P1982797124;0;1;0;0;1;0
P20042160172;0;0;0;1;0;1
P206184956;0;1;1;0;0;0
P20700213220;0;0;1;0;0;1
P20700533542;0;1;0;0;0;1
P2074210211037;1;0;1;0;0;0
P20810541558;1;0;0;0;0;1
P209301119113317671781241624303388340237123726P209301119113317671781241624303388340237123726;0;1;0;0;0;1
P2093022222234;1;0;0;0;1;0
P20930252259;1;0;0;0;1;0
P20930264273;0;0;0;1;0;1
P209302740276030643084;0;0;1;0;0;1
P209302860286931843193;1;0;1;0;0;0
P20930471484;0;0;0;1;0;1
P209305065171155116618031814212821393424343537483759;0;0;0;1;0;1
P209308328421480149027772787;0;0;1;0;0;1
P2133316071615;1;0;0;0;0;1
P2133317421753;0;1;0;0;0;1
P2133320382049;0;0;1;0;0;1
P2133322272242O7536921822197Q1431523032318P2133322272242O7536921822197Q1431523032318;0;1;0;0;0;1
P21333567580;1;1;0;0;0;0
P21333696708;0;1;1;0;0;0
P213338191;0;1;0;0;0;1
P21589346354;0;1;0;0;1;0
P2210510461064;0;0;1;0;0;1
P221051605161418041813;0;1;0;0;0;1
P2210516441653;0;1;0;1;0;0
P22105202220322663267330953105;0;1;0;0;0;1
P2210521642170248024862591259728052811;0;1;0;0;0;1
P2210522292239;0;1;0;0;0;1
P2210533293338;0;1;0;0;0;1
P22234206215;0;1;0;0;0;1
P22314653675P22314653675;0;1;1;0;0;0
P22570374386;0;1;0;0;0;1
P22626113129;0;1;1;0;0;0
P22626175185;0;1;0;1;0;0
P22692157163;0;0;0;0;1;1
P23246382399P23246382399;0;1;1;0;0;0
P23246392399;0;0;0;1;0;1
P23588362372;0;0;1;0;1;0
P235885664;0;1;0;0;0;1
P2363411671180;1;1;0;0;0;0
P2482111411152P2482111411152;0;0;1;0;0;1
P2482113231331;0;1;0;0;0;1
P2482115081516;0;0;1;0;0;1
P2482116671673;1;0;1;0;0;0
P2482119411963;0;1;0;0;1;0
P2482120442050;0;1;0;0;0;1
P2482120852098;0;0;0;1;0;1
P2484484104O1495084104P1910583103;1;0;1;0;0;0
P2484495104O1495095104P1910594103;0;0;0;0;1;1
P25098499507;0;1;1;0;0;0
P253982433;0;1;1;0;0;0
P25685286294;0;1;0;0;0;1
P25786183193;1;0;1;0;0;0
P260383140P153113140;0;1;0;0;0;1
P26038321330P26038321330;0;1;1;0;0;0
P26038468495P26038468495P26038468495P26038468495P26038468495;0;1;0;1;0;0
P26038472495P26038472495;0;1;0;0;0;1
P26641222232;0;1;1;0;0;0
P27169295306;0;0;0;0;1;1
P27694223234;0;1;0;0;0;1
P27694395412;0;1;0;0;0;1
P27695145156;0;1;0;0;1;0
P27797279306;0;1;0;1;0;0
P27797356366;1;0;1;0;0;0
P277975273;1;0;0;0;0;1
P27816439448;0;0;1;0;1;0
P27816810824;0;0;1;0;1;0
P280724153;1;0;0;0;0;1
P28799204212;0;0;0;0;1;1
P294015157;1;0;1;0;0;0
P29536165177;1;0;0;1;0;0
P300406175;1;1;0;0;0;0
P3004172106P3004172106P3004172106;0;0;1;0;1;0
P300435778;0;1;1;0;0;0
P30044166176;0;0;1;0;1;0
P300465175;1;1;0;0;0;0
P30048162170;0;1;0;0;0;1
P30084161178;0;1;0;1;0;0
P300843441;0;0;0;1;0;1
P30085120130;0;1;0;0;0;1
P300865676;0;1;0;1;0;0
P301012438;0;1;1;0;0;0
P306263956;0;1;0;0;0;1
P31150185193P50395185193;0;1;0;0;0;1
P319391022;0;0;0;1;0;1
P31942215222;0;1;0;0;0;1
P31943361375;0;1;0;0;0;1
P31944153179;0;0;1;0;0;1
P319463243;1;0;0;0;0;1
P33151264272;0;1;0;0;0;1
P34932228234;0;1;0;0;0;1
P350808089;1;1;0;0;0;0
P35268115128;0;1;0;0;0;1
P355273546;0;0;1;0;0;1
P35527415427;0;0;0;1;0;1
P35527556579;0;0;1;1;0;0
P355422637;0;0;0;1;0;1
P3555517611771;1;0;0;0;0;1
P3555526972726P3555526972726;0;1;0;0;0;1
P3557911741191P3557911741191;0;0;1;1;0;0
P3557916861694;0;0;0;0;1;1
P35579601617;0;1;1;0;0;0
P35579949959;0;1;0;0;0;1
P35611494503;0;0;1;0;1;0
P3574913141329;0;1;0;0;0;1
P35749921930;1;1;0;0;0;0
P35908100122P35908100122;0;1;0;0;0;1
P35908372384;0;1;1;0;0;0
P359085161P359085161;0;0;1;0;0;1
P359142232;1;1;0;0;0;0
P3780294102;1;0;1;0;0;0
P38159271282Q96E39271282;1;1;0;0;0;0
P390238897;1;0;0;0;0;1
P3906015131520;1;0;0;1;0;0
P40306164180;0;1;0;0;0;1
P40429150160;0;1;0;0;0;1
P40926181191;0;0;0;1;0;1
P410911838;1;0;0;0;0;1
P41219318330P41219318330;0;1;0;0;0;1
P41250567583;0;1;1;0;0;0
P42025242255;0;1;0;0;0;1
P42167104139P42167104139;1;1;0;0;0;0
P421674248;0;1;0;0;0;1
P42345848859;0;0;1;0;0;1
P43121102112;0;1;0;0;0;1
P43121614632;1;0;1;0;0;0
P43243455467;0;0;0;1;0;1
P43686264274;0;1;0;0;0;1
P45974433449;1;0;1;0;0;0
P46108109120;0;1;0;0;0;1
P46108123130;0;0;1;0;0;1
P4682111201140;0;1;0;0;0;1
P4682114111423;0;1;0;0;0;1
P4682119731979;0;1;0;1;0;0
P4682120242033;0;1;0;0;0;1
P4682122992312;0;1;1;0;0;0
P477564151;0;1;0;0;0;1
P477567692;0;1;0;0;0;1
P478971121;0;0;1;0;0;1
P485393141;0;1;0;0;0;1
P48735149159;0;0;1;1;0;0
P49189418426;1;0;0;0;0;1
P492477687;0;1;0;0;0;1
P4932724142421;0;0;1;0;0;1
P49368242260;0;1;0;0;0;1
P495854361P495854361;0;0;1;1;0;0
P49593220232;0;0;0;0;1;1
P49747638651;0;1;0;1;0;0
P497574453;0;1;0;0;0;1
P501351020;0;1;0;0;0;1
P503953955;0;1;0;0;0;1
P50570207217Q9UQ16207217;0;0;0;1;0;1
P50570701718;0;1;1;0;0;0
P50570820837;1;1;0;0;0;0
P5057099107;1;1;0;0;0;0
P51148102111;0;0;0;0;1;1
P51674166178;1;0;1;0;0;0
P51991127143;0;1;0;0;0;1
P51991336354;0;1;0;0;0;1
P519914552;0;0;0;0;1;1
P52209124136;0;1;0;1;0;0
P5220992107;0;1;0;0;0;1
P52272225232;0;0;0;1;0;1
P52565157172P52566154169;0;0;0;1;0;1
P52888544553;0;1;1;0;0;0
P52943120128;0;1;0;0;0;1
P52948803817;0;1;1;0;0;0
P53621343358;0;0;0;1;0;1
P53621552562;0;1;0;0;0;1
P53634228238;1;1;0;0;0;0
P53814554567;0;1;0;0;0;1
P54289645664;0;1;0;0;0;1
P54652214239P11142211236;0;0;0;1;0;1
P54821216228;0;0;0;1;0;1
P548214062;0;0;1;0;0;1
P550081423P550081423;1;1;0;0;0;0
P55036113130P55036113130;1;0;0;0;0;1
P55072279287;0;1;1;0;0;0
P550835085P550835085;0;0;0;1;1;0
P55084104117;0;1;0;0;0;1
P557952129;0;1;0;0;1;0
P55809381390;0;0;1;0;0;1
P57764141151;1;0;1;0;0;0
P5810719942005P5810719942005;0;0;1;0;0;1
P58107875884P58107875884;0;0;1;0;0;1
P60174210249P60174210249;0;1;0;0;0;1
P60709170177Q562R1171178P63261170177;0;1;0;1;0;0
P60842213229;0;0;1;0;0;1
P609535266P609535266;0;0;1;0;0;1
P61158268275;0;1;0;0;0;1
P61160304316;0;1;0;0;0;1
P61247101107;0;1;0;0;0;1
P61247232252;0;1;0;0;0;1
P62258200225;1;0;0;0;0;1
P62258232255;0;1;0;0;0;1
P628051018P628051018;0;1;0;0;0;1
P628268995;1;0;0;0;0;1
P62879287304;0;1;1;0;0;0
P6288895106;0;0;0;0;1;1
P62979132138;0;1;0;1;0;0
P63010508520Q10567508520P63010508520Q10567508520;0;1;0;0;0;1
P63104207222P62258210225;0;1;0;0;0;1
P63104212222P31947214224P31946214224Q04917217227P61981217227P27348212222P62258215225;0;1;0;0;0;1
P63244229245;0;1;1;0;0;0
P63267136148P60709135147P62736137149P68133137149Q562R1136148P68032137149P63261135147;1;0;0;1;0;0
P63267354373;0;1;0;0;0;1
P67809112142;0;1;0;0;0;1
P67809205234P67809205234P67809205234;0;0;0;1;0;1
P68104431443;1;0;0;0;0;1
P68133297314;1;0;0;0;0;1
P78352482492;0;1;0;0;0;1
P78371143156;0;1;0;0;1;0
P78371294322;0;0;0;0;1;1
P78371502516;1;0;0;0;1;0
P7855912741286;1;1;0;0;0;0
P80723199227P80723199227;0;0;1;1;0;0
P826732340;1;0;0;1;0;0
P826732840;0;0;0;1;0;1
P9816014041416;1;0;0;0;0;1
P9816020262037;1;1;0;0;0;0
P9816023002312;0;1;0;0;0;1
P9816036543661;1;0;0;1;0;0
P9816037203732;0;1;1;0;0;0
P9816039833992;0;1;0;0;0;1
P9816040924110;0;1;0;0;0;1
P98160603615;0;0;1;0;0;1
P98160708724;0;1;0;0;0;1
Q00577206230;0;1;0;1;0;0
Q00577210230;0;1;0;0;0;1
Q00577312322;0;1;0;0;0;1
Q00839259268;0;1;0;0;0;1
Q0108218501861;0;1;1;0;0;0
Q0108218621869;0;1;0;0;0;1
Q01546322346;1;1;0;0;0;0
Q01658108120Q01658108120;0;0;0;1;1;0
Q01844279292;0;1;0;0;0;1
Q019951629;0;1;0;1;0;0
Q02241698712;0;1;1;0;0;0
Q0238810251036;0;1;0;0;0;1
Q02388486523;0;0;1;1;0;0
Q0238893105;0;1;0;0;0;1
Q02413590607;0;0;0;0;1;1
Q02413932954;0;0;1;1;0;0
Q02413936954;0;0;1;0;0;1
Q02790136152;0;1;0;0;0;1
Q0463714461459Q0463714461459;1;0;0;0;0;1
Q04637165175;0;1;0;0;1;0
Q04695341357P08779374390Q04695341357P08779374390;1;0;1;0;0;0
Q056827099;0;1;1;0;0;0
Q0570710571082;0;1;1;0;0;0
Q07020124143;0;1;0;1;0;0
Q0709214321441;0;0;1;1;0;0
Q075074471;1;0;1;0;0;0
Q0795421052113;0;1;0;0;0;1
Q0795438723879;0;0;1;0;0;1
Q07954576585;0;1;1;0;0;0
Q08211121141;1;1;0;0;0;0
Q08495151161;1;0;0;1;0;0
Q0966610891104;1;0;0;0;0;1
Q0966610921104Q0966610921104;1;1;0;0;0;0
Q0966612621272;1;0;0;1;0;0
Q09666190207;0;1;0;1;0;0
Q0ZGT2413429;0;0;0;1;0;1
Q127655764;0;1;0;0;0;1
Q12797406425;0;1;1;0;0;0
Q13057411423;0;1;1;0;0;0
Q13242140154;0;1;1;0;0;0
Q13263580591;0;1;0;0;0;1
Q13263730744;0;1;0;1;0;0
Q13409354363;0;1;0;1;0;0
Q1340992112;0;1;0;1;0;0
Q134428188;1;1;0;0;0;0
Q13492303322;0;1;0;0;0;1
Q135221730;0;0;0;1;1;0
Q13724159167;0;1;0;0;1;0
Q137655171;0;1;0;1;0;0
Q137655471;0;1;0;0;0;1
Q13813943950;0;1;0;0;0;1
Q13835121128;0;0;0;1;0;1
Q13835527550;0;1;0;0;0;1
Q13835694705Q13835694705;0;0;1;0;1;0
Q13867377393;0;1;0;0;1;0
Q13884406414;1;0;0;0;0;1
Q138852146Q9BVA12146;0;1;0;0;0;1
Q140198291;0;1;0;0;0;1
Q141165875;0;1;0;0;0;1
Q14195521531;1;0;0;0;0;1
Q1424497106;0;1;0;1;0;0
Q14247132147;1;0;0;1;0;0
Q14247337351;0;0;1;1;0;0
Q14247447454;0;0;0;0;1;1
Q1431510141027Q1431510141027;1;1;0;0;0;0
Q1431519431953;1;1;0;0;0;0
Q1431524302437;0;1;0;0;1;0
Q14315402420;0;0;0;0;1;1
Q14444574599Q14444574599;0;1;0;1;0;0
Q14532375386Q15323335346O76011377388;0;1;0;0;1;0
Q14574296313;0;1;0;1;0;0
Q14574364375;0;1;0;0;0;1
Q146243743;0;1;0;0;0;1
Q14683715725;1;1;0;0;0;0
Q146963349;0;0;1;1;0;0
Q14697798805;0;1;0;0;0;1
Q14697832857Q14697832857;0;1;0;0;0;1
Q14697846857;1;0;0;0;1;0
Q14764282300;0;1;0;0;0;1
Q14764713729;0;1;0;0;0;1
Q14764843860;0;1;0;1;0;0
Q14767124135;1;0;0;0;0;1
Q14847119130;1;0;0;0;0;1
Q14847134143;0;1;0;0;1;0
Q1484799109Q1484799109;1;0;1;0;0;0
Q1498015311545Q1498015311545;0;0;1;0;0;1
Q14980948958;0;0;0;0;1;1
Q15019184192;0;1;0;0;0;1
Q1503890115;1;0;1;0;0;0
Q150563245;0;0;0;1;0;1
Q15063396423;1;0;1;0;0;0
Q15075758766Q15075758766;1;1;0;0;0;0
Q15126123130;0;0;0;1;1;0
Q1514911071118Q1514911071118;0;1;0;0;0;1
Q1514922042217;0;0;1;1;0;0
Q1514944054437;1;0;0;0;1;0
Q151499931008;1;0;0;0;0;1
Q15233617Q15233617;0;1;1;0;0;0
Q15257731;0;1;0;0;0;1
Q152936483;0;1;0;0;0;1
Q15365164177;0;0;1;0;0;1
Q1537094118;0;1;0;0;0;1
Q15417257265;0;0;0;1;1;0
Q15437514Q15436514;0;1;1;0;0;0
Q15517185218Q15517185218;0;1;0;0;1;0
Q155173947;0;0;0;0;1;1
Q1551783102;0;0;1;0;0;1
Q1551783104;0;1;0;0;0;1
Q155555060;0;1;0;0;0;1
Q15582270295;0;1;0;0;0;1
Q15582519533;0;1;0;0;0;1
Q15672102110;0;0;1;0;0;1
Q15691717;1;1;0;0;0;0
Q157174153;1;1;0;0;0;0
Q15746965982;0;1;0;1;0;0
Q16181134147;0;0;1;0;0;1
Q16363452462;0;1;0;1;0;0
Q16531370388;1;0;0;0;0;1
Q16610135155;1;1;0;0;0;0
Q166103253;0;1;0;1;0;0
Q16643328336;0;1;0;1;0;0
Q16666101129;1;0;0;0;0;1
Q16853174186;0;0;1;1;0;0
Q16853578585;0;0;0;1;0;1
Q1685398115;0;0;0;1;0;1
Q32MZ4680690;0;0;1;0;0;1
Q3SY84132149Q14CN4127144;1;0;0;0;0;1
Q4KWH8321334;1;0;0;0;0;1
Q4V9L6180188;1;0;0;0;0;1
Q53LP3479489;0;0;1;0;1;0
Q53QV21936;0;0;1;1;0;0
Q53T59278299;0;1;1;0;0;0
Q562R1299313;0;1;0;1;0;0
Q5D86210731106Q5D86210731106;0;1;0;0;0;1
Q5D862113130;0;0;1;0;0;1
Q5D86212071235;0;0;0;1;0;1
Q5D86212141235;0;0;0;1;1;0
Q5D86215321539;0;0;1;0;0;1
Q5JTJ34855;1;0;0;0;0;1
Q5JTV8215238;1;1;0;0;0;0
Q5T749146166;0;0;0;1;0;1
Q5VYY2390398;0;0;0;1;0;1
Q5XKE51130;0;1;0;1;0;0
Q676U5319335;0;1;0;0;0;1
Q68EM7818;0;0;1;0;0;1
Q6E0U47784;0;0;0;0;1;1
Q6GMV31632;0;0;1;1;0;0
Q6P2Q9352362;0;0;1;0;0;1
Q6UVK110451060;0;1;0;0;0;1
Q6UWP8242259296313314331;1;0;0;1;0;0
Q6UWY58291;0;1;0;0;0;1
Q6ZMR3146157;0;1;0;0;0;1
Q6ZQY2342357;1;1;0;0;0;0
Q71U36356373Q9BQE3356373P68366356373;1;0;0;0;0;1
Q71U36406422Q9BQE3406422P68366406422;1;0;0;0;1;0
Q7KZF4578592;0;1;0;0;0;1
Q7Z3J28399;0;1;0;0;0;1
Q7Z3Y95993;1;0;0;1;0;0
Q7Z3Z0180190;0;0;0;1;1;0
Q7Z5N499121;1;0;0;1;0;0
Q86UU1664674;1;0;0;0;0;1
Q86VS8672684;1;0;0;0;0;1
Q86W263546;0;0;1;0;0;1
Q86Y828297;0;1;0;0;0;1
Q86YZ310141028;1;0;0;0;0;1
Q86YZ3123142;0;0;1;0;0;1
Q86YZ3137213901842186023122330;0;0;1;0;0;1
Q86YZ3572580103810461978198624482456;0;0;1;1;0;0
Q8IUL810471070Q8IUL810471070;0;1;0;1;0;0
Q8IUX7253262;0;1;1;0;0;0
